session_id,epoch_start_time_original_s,epoch_start_time_trimmed_s,meditation_state,LF_abs_theta_power,LF_rel_theta_power,LF_sef95,LF_abs_alpha_power,LF_abs_delta_power,LF_rel_delta_power,LF_rel_alpha_power,LF_alpha_theta_ratio,RF_abs_theta_power,RF_rel_theta_power,RF_sef95,RF_abs_alpha_power,RF_abs_delta_power,RF_rel_delta_power,RF_rel_alpha_power,RF_alpha_theta_ratio,OTEL_abs_theta_power,OTEL_rel_theta_power,OTEL_sef95,OTEL_abs_alpha_power,OTEL_abs_delta_power,OTEL_rel_delta_power,OTEL_rel_alpha_power,OTEL_alpha_theta_ratio,LF_RF_theta_coherence,LF_RF_theta_plv,LF_OTEL_theta_coherence,LF_OTEL_theta_plv,RF_OTEL_theta_coherence,RF_OTEL_theta_plv,LF_RF_alpha_coherence,LF_RF_alpha_plv,LF_OTEL_alpha_coherence,LF_OTEL_alpha_plv,RF_OTEL_alpha_coherence,RF_OTEL_alpha_plv,LF_abs_alpha_power_smoothed,LF_abs_theta_power_smoothed,LF_alpha_theta_ratio_smoothed,LF_rel_alpha_power_smoothed,LF_rel_theta_power_smoothed,OTEL_abs_alpha_power_smoothed,OTEL_abs_theta_power_smoothed,OTEL_alpha_theta_ratio_smoothed,OTEL_rel_alpha_power_smoothed,OTEL_rel_theta_power_smoothed,RF_abs_alpha_power_smoothed,RF_abs_theta_power_smoothed,RF_alpha_theta_ratio_smoothed,RF_rel_alpha_power_smoothed,RF_rel_theta_power_smoothed,heart_rate...87,heart_rate...88,hr_min,hr_max,hr_std,stillness_score,movement_intensity,accel_magnitude_mean,accel_magnitude_std,accel_jerk_mean,movement_count
session_20250515_223611,238,208,0,0.416733,0.233189,6.793603,0.255436,-0.020825,0.122426,-0.116283,-0.308162,-0.230636,-0.145234,8.459768,-0.183476,-0.224569,0.291701,-0.044619,-0.014813,0.227798,0.458567,7.657547,-0.373425,-0.139913,0.127435,-0.530758,-0.808957,0,0,0.262732,0.362348,0.057318,0.141212,0,0,0.354562,0.442776,0.115237,0.156948,0.152515,0.898671,-0.565129,-0.704155,-0.175057,0.538345,0.283136,0.005994,-0.327569,-0.341579,-0.313812,-0.276344,-0.17503,-0.176531,-0.124374,79,79,79,79,0,0,2.442142,241.079108,2.442142,22.978587,0
session_20250515_223611,240,210,0,-0.579157,-0.789039,7.001077,-0.510132,-0.163474,1.055338,-0.791616,-0.373104,-0.334235,-1.139044,9.704331,-0.233011,-0.056906,1.025081,-0.492375,0.413791,-0.381079,-0.097421,7.109221,0.03486,-0.307248,0.054098,0.594204,0.410884,0,0,0.186633,0.371804,0.054671,0.057816,0,0,0.155087,0.287296,0.1928,0.189968,-0.15744,0.376706,-0.533386,-0.665282,-0.160305,-0.010401,0.110697,-0.268872,-0.201492,-0.078499,-0.174657,-0.238503,0.082898,-0.18473,-0.394348,87,87,87,87,0,0,2.600774,241.779597,2.600774,24.9679,0
session_20250515_223611,242,212,0,1.875932,-0.067108,8.636546,0.945284,0.79811,0.413165,-0.533577,-0.482764,-0.034488,0.562093,12.051126,-0.499355,-0.174059,0.410423,-0.823994,-1.05289,1.8186,0.056949,7.253951,0.717025,0.866923,0.292346,-0.643402,-0.752915,0,0,0.430536,0.307383,0.314643,0.101491,0,0,0.464939,0.209793,0.262826,0.14521,0.230196,0.571169,-0.38801,-0.480492,-0.207653,0.126153,0.555106,-0.383663,-0.193319,0.139365,-0.30528,-0.199787,-0.217971,-0.453663,-0.240728,87,87,87,87,0,0,71.736439,193.622244,71.736439,76.741559,0
session_20250515_223611,244,214,0,-0.680107,-2.084483,2.152196,-0.310228,3.066934,2.155455,-1.444012,0.326475,-0.36456,-1.964129,6.068574,-0.334341,0.788263,1.737192,-1.231248,0.300015,-0.258421,-1.692989,2.217235,-0.625621,3.790761,2.016773,-1.470853,-0.755241,0,0,0.263475,0.037172,0.1087,0.158036,0,0,0.190806,0.172729,0.129298,0.207986,0.041642,0.205556,-0.176464,-0.923068,-0.98021,0.042088,0.393033,-0.365757,-0.506684,-0.57782,-0.355569,-0.244428,-0.113028,-0.849206,-0.847027,87,87,87,87,0,0,60.159701,117.276849,60.159701,79.057372,0
session_20250515_223611,246,216,0,-0.623661,-1.515096,3.544734,-0.283866,0.316134,1.528534,-0.937621,0.23608,-0.019311,-0.582321,6.198282,-0.163571,0.116461,0.876325,-0.752477,-0.563922,-0.152768,-0.630134,4.07794,-0.28422,0.170466,0.905007,-0.700363,-0.419744,0,0,0.220564,0.254199,0.185504,0.10244,0,0,0.083552,0.099089,0.313413,0.411866,0.117063,0.190721,0.026597,-0.971737,-1.222229,-0.064272,0.469137,-0.642633,-0.938206,-0.755391,-0.332422,-0.139453,-0.438932,-0.935906,-0.661452,87,87,87,87,0,0,6.797994,85.881241,6.797994,31.727139,0
session_20250515_223611,248,218,0,-0.097009,-1.506546,2.19512,0.421756,1.22901,1.524295,-0.891357,0.360013,-0.251377,-1.438825,4.437032,-0.170523,0.316164,1.298479,-0.886809,0.11146,-0.092873,-1.573917,1.304276,-0.300476,3.121432,1.855266,-1.348198,-0.498896,0,0,0.164403,0.12571,0.195439,0.159032,0,0,0.228934,0.306137,0.220733,0.213687,-0.057446,-0.466926,0.307523,-1.090997,-1.702042,-0.403439,-0.168021,-0.55796,-1.173138,-1.299013,-0.222812,-0.211749,-0.050815,-0.956845,-1.328425,87,87,87,87,0,0,7.047095,85.712854,7.047095,25.805998,0
session_20250515_223611,250,220,0,-0.492087,-0.867902,3.329305,-0.144205,-0.104725,0.759141,-0.354266,0.221265,-0.206378,-0.694229,10.763874,-0.110014,-0.077406,0.589319,-0.374935,0.055841,-0.529577,-0.099805,9.055446,-0.744116,-0.369962,0.455544,-0.597904,-0.651175,0,0,0.157619,0.344539,0.124006,0.119604,0,0,0.224485,0.111982,0.149971,0.096071,-0.002105,-0.404252,0.272453,-0.727748,-1.296515,-0.442937,-0.258406,-0.523272,-0.882155,-0.767952,-0.148036,-0.159022,-0.132207,-0.671407,-0.905125,91,91,91,91,0,0,5.466531,91.873438,5.466531,18.228426,0
session_20250515_223611,252,222,0,-0.203457,-0.699071,2.573762,-0.446638,0.068549,1.002252,-0.969015,-0.637346,-0.33295400000000003,-0.895433,13.136039,-0.550819,-0.123365,0.960987,-0.889153,-0.551957,-0.533119,-0.843338,7.864895,-0.574589,-0.033653,1.111609,-0.776035,-0.320447,0,0,0.098876,0.262872,0.126691,0.093537,0,0,0.0801,0.075936,0.167308,0.176279,-0.056363,-0.264184,-0.018689,-0.738213,-1.024506,-0.539727,-0.38519,-0.490172,-0.907379,-0.83902,-0.277119,-0.26357,-0.128219,-0.716966,-1.009496,91,91,91,91,0,0,3.999394,97.817256,3.999394,19.49282,0
session_20250515_223611,254,224,0,0.54108,-0.095147,6.238136,-0.218208,0.187463,0.620996,-0.861474,-0.75619,-0.339391,-0.503056,15.695063,-0.156907,-0.268893,0.260453,0.250073,0.699761,-0.492277,-0.228328,7.044073,-0.963183,-0.290616,0.762914,-1.11495,-1.101901,0,0,0.218216,0.079354,0.073556,0.225601,0,0,0.181369,0.210608,0.065079,0.17447,-0.269684,-0.051488,-0.390757,-0.728252,-0.55404,-0.76063,-0.518325,-0.691174,-0.82963,-0.39049,-0.27258,-0.292908,0.067881,-0.338005,-0.697573,91,91,91,91,0,0,3.294183,102.724939,3.294183,21.060971,0
session_20250515_223611,256,226,0,0.45502,-0.654986,6.506601,-0.048369,0.513631,0.937965,-0.895635,-0.583875,-0.010141,0.428956,15.951933,-0.175031,-0.205894,-0.082776,-0.305089,-0.597713,-0.347495,-0.059575,8.368466,-0.560011,-0.285177,0.387169,-0.486313,-0.567471,0,0,0.149288,0.180368,0.161977,0.190479,0,0,0.092089,0.215158,0.224169,0.015303,-0.237738,0.264214,-0.659137,-0.908708,-0.483068,-0.699261,-0.45763,-0.663273,-0.792433,-0.377081,-0.294252,-0.227495,-0.14997,-0.314723,-0.323178,91,91,91,91,0,0,2.230841,105.64894,2.230841,20.519575,0
session_20250515_223611,258,228,0,1.603872,0.432454,4.973076,-0.243903,0.386157,0.344647,-1.032789,-0.981929,-0.039855,0.454295,14.563475,-0.211788,-0.219276,-0.049484,-0.293237,-0.596077,-0.073209,-0.167057,8.527406,-0.195379,-0.094905,0.426592,-0.360128,-0.386115,0,0,0.197315,0.333756,0.215717,0.222039,0,0,0.243241,0.197292,0.106461,0.078093,-0.17016,0.866657,-0.773998,-0.929966,-0.105893,-0.572858,-0.304327,-0.685162,-0.653797,-0.151654,-0.181242,-0.129796,-0.164676,-0.116084,0.126732,91,91,91,91,0,0,2.394856,107.792905,2.394856,16.470398,0
session_20250515_223611,260,230,0,-0.682262,0.751114,12.05539,0.087764,-0.582382,-1.613113,2.868945,1.269194,1.521518,1.621641,8.264236,-0.071714,0.304615,0.133148,-1.002105,-1.367593,-0.368229,1.658398,10.309958,-0.845104,-0.580614,-0.947818,-0.390691,-0.984782,0,0,0.053148,0.128853,0.161594,0.172747,0,0,0.330091,0.193666,0.075528,0.197112,-0.068169,0.458876,-0.09887,0.313507,0.176194,-0.533498,-0.262978,-0.646123,-0.412377,0.477255,-0.152844,0.490507,-0.853795,-0.533477,0.834964,90,90,90,90,0,0,9.885399,106.308717,9.885399,25.309624,0
session_20250515_223611,262,232,0,0.48184,0.378013,7.086401,-0.185139,-0.062802,0.086635,-0.614421,-0.707592,-0.203716,1.165415,14.774688,-0.540108,-0.36887,-0.409744,-0.374617,-0.878156,-0.147976,0.686186,8.002856,-0.573646,-0.391346,-0.20567,-0.374197,-0.765015,0,0,0.329858,0.445438,0.186831,0.222227,0,0,0.160205,0.171654,0.181191,0.052588,-0.113759,0.467816,-0.140109,0.407245,0.520527,-0.538043,-0.196472,-0.711971,-0.375005,0.725842,-0.274536,0.425982,-0.947275,-0.556653,1.08045,90,90,90,90,0,0,34.138852,73.067871,34.138852,42.132068,0
session_20250515_223611,264,234,0,-0.082904,0.42522,10.468778,-0.241129,-0.294912,-0.109433,-0.233293,-0.465234,0.625275,0.031578,10.37206,0.340681,0.386253,0.565516,-0.670214,-0.777503,0.919119,2.133694,8.671922,-0.029676,-0.432733,-1.398279,0.163727,-0.815837,0,0,0.231091,0.365798,0.035382,0.467831,0,0,0.053653,0.17579,0.156504,0.054281,-0.112835,-0.094442,0.032123,0.673743,0.518115,-0.482809,0.134305,-0.855211,-0.200387,1.492759,-0.09038,0.647692,-1.007751,-0.682312,0.939545,90,90,90,90,0,0,16.845405,53.930773,16.845405,31.94172,0
session_20250515_223611,266,236,0,0.179148,0.723646,6.281799,-0.537032,-0.243524,-0.011564,-0.82747,-0.902814,0.220702,-1.649641,2.435822,-0.040885,2.031269,1.652566,-1.30269,-0.745895,-0.289279,-0.167518,7.743603,-0.235381,-0.22671,0.351182,-0.125728,-0.168582,0,0,0.191222,0.111702,0.082908,0.114067,0,0,0.129201,0.183707,0.185844,0.128226,-0.3211,0.192695,-0.69188,-0.558395,0.50896,-0.279568,0.160621,-0.583144,-0.112066,0.88412,-0.080104,0.214087,-0.800518,-0.782507,-0.150883,90,90,90,90,0,0,8.655776,57.306421,8.655776,15.993441,0
session_20250515_223611,268,238,0,0.835774,1.014496,8.070704,-0.305253,-0.118125,-0.215247,-0.722811,-0.880706,-0.247831,0.719535,13.958525,0.010345,-0.405683,-0.850718,1.129037,0.444761,-0.106208,-0.19713,9.777705,0.218536,-0.133627,0.220239,0.17565,0.142071,0,0,0.255685,0.058751,0.121142,0.254613,0,0,0.215569,0.17079,0.169185,0.131221,-0.361138,0.310673,-0.749584,-0.594525,0.721121,-0.015507,0.174544,-0.280782,0.071216,0.589682,0.10338,0.199382,-0.359545,-0.281289,-0.29951,90,90,90,90,0,0,3.092637,48.072265,3.092637,13.903718,0
session_20250515_223611,270,240,0,1.185711,1.092415,8.138304,-0.343623,-0.026679,-0.15867,-0.860421,-0.959338,-0.126937,0.586009,16.154648,-0.347071,-0.288078,-0.08362,-0.304384,-0.651757,2.147808,2.755071,9.283882,-0.342936,-0.348767,-1.566102,-0.639481,-1.201864,0,0,0.379664,0.370734,0.282286,0.294844,0,0,0.244222,0.250633,0.0995,0.096944,-0.395303,0.733544,-0.914286,-0.803567,0.943519,-0.119927,0.584107,-0.409458,-0.19652,0.796807,-0.12587,-0.051355,-0.31763,-0.159346,-0.114699,84,84,84,84,0,0,3.611299,44.331251,3.611299,11.764044,0
session_20250515_223611,272,242,0,0.279073,0.448451,8.437832,-0.017885,-0.160611,-0.027137,-0.228999,-0.465963,-0.398097,0.216731,13.01556,-0.462358,-0.397273,-0.115581,0.223877,-6.01e-4,0.853754,0.241657,8.078312,-0.089516,0.175798,0.241586,-0.663195,-0.830655,0,0,0.259082,0.362326,0.111794,0.156158,0,0,0.33444,0.465086,0.113612,0.11405,-0.222254,0.766853,-0.768669,-0.604077,0.851787,-0.071305,0.965118,-0.630149,-0.375675,0.933199,-0.266361,-0.257622,-0.069199,0.34951,0.507425,84,84,84,84,0,0,1.357894,41.909284,1.357894,9.441653,0
session_20250515_223611,274,244,0,-0.819444,-0.797077,11.019233,-0.129548,-0.386585,0.356316,0.596932,1.202966,-0.415147,-0.739356,15.221574,-0.011386,-0.318684,0.004945,0.763854,1.737643,-0.299299,0.402308,10.408838,0.58965,-0.483381,-1.08315,1.936992,0.957329,0,0,0.197756,0.155489,0.167859,0.058436,0,0,0.262374,0.529433,0.185363,0.137479,-0.163686,0.215113,-0.074112,-0.164163,0.247929,0.0524,0.900754,-0.358397,0.211439,1.133012,-0.273605,-0.313394,0.361762,0.227782,0.021128,84,84,84,84,0,0,1.961852,40.953397,1.961852,9.630307,0
session_20250515_223611,276,246,0,0.094925,-0.772702,6.552669,-0.132695,0.363417,1.075026,-0.816864,-0.470682,-0.464496,-0.880745,13.43485,-0.552,-0.294418,0.754973,-0.44118,0.151535,-0.283455,-0.392758,6.158529,-0.461256,-0.091937,0.700081,-0.610252,-0.494721,0,0,0.297603,0.209383,0.237355,0.072362,0,0,0.3021,0.486663,0.169957,0.131483,-0.093376,-0.148482,0.088774,-0.149644,-0.373776,0.01296,0.090333,-0.122683,0.221181,0.083736,-0.341915,-0.425914,0.629526,0.182184,-0.46779,84,84,84,84,0,0,2.291271,38.51118,2.291271,9.44533,0
session_20250515_223611,278,248,0,-0.283139,-0.901194,8.952235,0.05205,0.104617,0.78926,-0.431549,0.100506,-0.262479,-0.121937,16.463111,-0.265901,-0.274789,0.075495,-0.106607,-0.107936,-0.477464,-0.789831,7.71144,-0.804024,0.010105,1.081749,-1.074476,-0.809508,0,0,0.160126,0.454498,0.049848,0.086243,0,0,0.333899,0.30259,0.181612,0.154616,-0.070064,-0.335886,0.277597,-0.21716,-0.823657,-0.22521,-0.353406,-0.115634,0.084088,-0.260094,-0.276429,-0.380708,0.593747,0.072023,-0.580679,84,84,84,84,0,0,1.939614,35.796472,1.939614,8.719802,0
session_20250515_223611,280,250,0,-0.654177,-1.13408,7.284883,-0.391974,-0.051235,1.132655,-0.697414,-0.013429,-0.20208,0.509438,17.35223,-0.169215,-0.347602,-0.53477,0.29516,-0.118797,0.247392,1.098522,7.156051,-0.781405,-0.334052,-0.278418,-0.869851,-1.136025,0,0,0.408652,0.3959,0.244686,0.379398,0,0,0.236976,0.183695,0.064528,0.170605,-0.15754,-0.280797,-0.127868,-0.648609,-0.935992,-0.682228,-0.171176,-0.813418,-0.851527,-0.028022,-0.329039,-0.309685,-0.025066,-0.084209,-0.164415,84,84,84,84,0,0,2.044285,33.200392,2.044285,10.824193,0
session_20250515_223611,282,252,0,-0.572926,-0.547665,10.913668,0.60626,-0.327541,-0.158409,1.435514,1.727745,-0.469746,-1.002664,16.301255,-0.333125,-0.307726,0.345988,0.095995,1.228571,-0.37309,-0.082197,8.716924,0.248678,-0.339178,-0.140082,0.879582,0.6606,0,0,0.175077,0.095035,0.297509,0.366837,0,0,0.380241,0.298692,0.259201,0.468604,0.088779,-0.503414,0.604941,0.102184,-0.860979,-0.445584,-0.201054,-0.428311,-0.354915,0.075498,-0.25608,-0.311435,0.333946,0.094849,-0.205054,84,84,84,84,0,0,1.879183,30.934697,1.879183,10.829173,0
session_20250515_223611,284,254,0,0.160604,0.664782,6.875821,-0.169429,-0.244916,-0.091616,-0.240746,-0.545978,-0.414315,0.422048,18.191618,-0.268968,-0.450627,-1.00098,1.349942,0.849329,-0.563498,-0.548064,8.623701,-0.192776,-0.256474,0.465621,0.088297,0.437288,0,0,0.311821,0.448337,0.096432,0.208607,0,0,0.204114,0.058638,0.297112,0.355029,0.014952,-0.3555,0.389446,0.165785,-0.338988,-0.241834,-0.229732,-0.012712,0.032676,0.156087,-0.257103,-0.362047,0.653034,0.580366,-0.023726,84,84,84,84,0,0,1.839831,28.680374,1.839831,8.497738,0
session_20250515_223611,286,256,0,-0.572118,0.867474,8.09137,-0.458778,-0.521994,-0.576566,0.31201,-0.284828,-0.230016,0.671298,11.347712,-0.110156,-0.358342,-0.428006,0.693339,0.112709,-0.832704,0.110971,4.6689,-0.627225,-0.586732,-0.412735,0.76392,0.368807,0,0,0.269282,0.291843,0.107801,0.032097,0,0,0.208342,0.153843,0.106423,0.17155,-0.007316,-0.328147,0.29898,0.502259,0.328197,-0.190441,-0.589764,0.488898,0.577266,-0.173097,-0.237416,-0.371359,0.730203,0.713092,0.030227,80,80,80,80,0,0,1.660584,26.197232,1.660584,7.310805,0
session_20250515_223611,288,258,0,-0.291802,0.102636,5.957315,-0.288424,-0.290843,0.202084,-0.226144,-0.346867,-0.238294,0.043415,15.622638,0.140174,-0.304431,-0.281351,0.815132,0.708511,-0.914378,-1.003882,4.943022,-0.799137,-0.359123,1.062981,-0.595771,0.181381,0,0,0.181638,0.346722,0.265605,0.42632,0,0,0.2913,0.304589,0.247555,0.194127,-0.305543,-0.234439,-0.392558,-0.051627,0.544964,-0.539712,-0.770194,0.329159,0.085482,-0.480325,-0.07965,-0.294208,0.55685,0.952804,0.37892,80,80,80,80,0,0,1.377762,23.961558,1.377762,9.199256,0
session_20250515_223611,290,260,0,0.218662,0.509448,8.410957,-0.174657,-0.197861,-0.109316,-0.365734,-0.577743,-0.314963,0.103023,16.321629,-0.452064,-0.332533,-0.037335,-0.207471,-0.352089,-0.469417,-0.203606,7.220058,-0.39931,-0.309725,0.337479,-0.121521,-0.139012,0,0,0.160194,0.347751,0.148455,0.407941,0,0,0.417933,0.239112,0.192544,0.279443,-0.307286,-0.215086,-0.403146,-0.093289,0.493186,-0.608557,-0.738833,0.137059,0.015543,-0.365506,-0.140682,-0.261091,0.156377,0.433667,0.272578,80,80,80,80,0,0,1.171451,22.589637,1.171451,13.589085,0
session_20250515_223611,292,262,0,1.496263,1.105198,5.635328,0.167603,0.040433,-0.348516,-0.461182,-0.758669,-0.331927,0.014297,14.839735,-0.437899,-0.329088,0.045052,-0.146113,-0.238072,0.440651,-0.179917,5.199013,0.249645,0.196549,0.310288,-0.379422,-0.400994,0,0,0.38837,0.388268,0.232459,0.280671,0,0,0.281787,0.227598,0.188509,0.143844,-0.098492,0.474374,-0.561093,-0.35102,0.572427,-0.316267,-0.314381,-0.119542,-0.365571,-0.462468,-0.24993,-0.295061,0.03945,0.153849,0.053578,80,80,80,80,0,0,1.138622,21.960831,1.138622,14.752569,0
session_20250515_223611,294,264,0,-0.647354,-1.16494,6.305359,-0.229425,-0.020518,1.151077,-0.506921,0.306696,-0.404752,-0.763093,17.411648,-0.123094,-0.29885,0.064936,0.452575,1.320195,0.240295,0.23583,8.271012,0.794125,-0.175275,-0.360419,0.733863,0.245535,0,0,0.323293,0.478064,0.221953,0.097689,0,0,0.136059,0.280367,0.152231,0.104013,-0.078826,0.355857,-0.343239,-0.444612,0.149902,0.21482,0.070509,-0.098157,0.07764,-0.049231,-0.337686,-0.350547,0.243345,0.032997,-0.215258,80,80,80,80,0,0,1.095897,21.641782,1.095897,15.109603,0
session_20250515_223611,296,266,0,0.015463,-0.795188,7.687015,0.041574,0.320314,0.983636,-0.632401,-0.238221,-0.518667,-1.473254,17.221519,-0.091532,-0.305261,0.040548,0.58728,3.570837,-0.451301,-0.96463,8.000894,-0.271176,0.17991,1.122456,-0.641846,0.0463,0,0,0.239858,0.16742,0.304611,0.198484,0,0,0.2564,0.252311,0.089844,0.29391,-0.006749,0.288124,-0.230065,-0.533502,-0.284977,0.257531,0.076548,-0.036386,-0.095802,-0.302906,-0.217508,-0.418449,1.550987,0.297914,-0.740684,84,84,84,84,0,0,1.070366,21.497751,1.070366,14.911596,0
session_20250515_223611,298,268,0,0.805039,0.50919,8.323856,-0.05981,0.038677,0.083378,-0.578673,-0.716045,-0.376459,0.342013,13.778494,-0.599045,-0.367508,0.200866,-0.250915,-0.507354,-0.624659,-1.337756,3.69726,-0.194513,0.474159,1.417556,-0.765042,0.663471,0,0,0.120617,0.095625,0.190688,0.254497,0,0,0.200737,0.224221,0.062115,0.161459,-0.082553,0.057716,-0.215857,-0.572665,-0.483646,0.109478,-0.278555,0.318435,-0.224342,-0.688852,-0.271223,-0.433293,1.461226,0.26298,-0.631445,84,84,84,84,0,0,0.963396,21.159291,0.963396,12.728382,0
session_20250515_223611,300,270,0,-0.443683,-1.59416,3.49872,-0.406464,0.932929,1.683903,-1.173551,-0.357862,-0.286379,0.278318,12.114147000000001,-0.521513,-0.302786,0.325258,-0.407455,-0.611771,-0.389326,-0.99368,4.291377,-0.422394,0.307741,1.147687,-0.876256,-0.302605,0,0,0.064482,0.254094,0.18579,0.205197,0,0,0.18543,0.094297,0.334753,0.107602,-0.141567,0.125606,-0.437376,-0.794875,-0.626719,-0.296028,-0.488429,0.135722,-0.761048,-1.098688,-0.40403,-0.393835,0.817237,-0.023697,-0.284308,83,83,83,83,0,0,1.176611,20.810419,1.176611,15.656071,0
session_20250515_223611,302,272,0,0.046764,-0.378814,7.240696,0.016726,0.057255,0.566075,-0.426323,-0.286029,-0.453867,-0.007404,13.492121,-0.472774,-0.4249,-0.58284,0.590427,0.470406,-0.184901,-0.253772,6.016294,-0.680222,-0.084613,0.623829,-0.89129100000000006,-0.873883,0,0,0.126706,0.248703,0.100473,0.2092,0,0,0.075159,0.087051,0.191024,0.194899,-0.149849,0.13604,-0.453312,-0.726182,-0.487928,-0.432376,-0.399629,-0.171006,-0.844196,-0.861736,-0.53111,-0.372235,-0.21624,-0.022648,0.204309,83,83,83,83,0,0,1.348929,21.038416,1.348929,17.711841,0
session_20250515_223611,304,274,0,-0.290834,-1.456793,2.98573,0.095504,0.880269,1.414998,-0.861503,0.165223,-0.368696,0.667876,16.830502,-0.505868,-0.413857,-0.597336,0.253665,-0.253059,0.277682,-0.835491,3.910952,-0.592084,0.907459,1.209136,-1.213225,-1.008591,0,0,0.127108,0.115331,0.099365,0.353973,0,0,0.224277,0.058903,0.142533,0.159473,-0.098078,-0.229251,-0.159556,-0.820459,-1.143256,-0.5649,-0.098848,-0.72836,-0.99359,-0.694314,-0.500051,-0.369647,-0.131475,0.145546,0.31293,83,83,83,83,0,0,1.666561,22.128331,1.666561,16.784119,0
session_20250515_223611,306,276,0,0.243111,-1.10861,4.763967,-0.19493,0.974753,1.331667,-1.063235,-0.603355,-0.310516,1.644234,16.613274,-0.493306,-0.438777,-0.98515,0.508771,-0.46404,-0.216569,-0.890587,7.536906,-0.620194,0.417373,1.148243,-1.079059,-0.770253,0,0,0.120634,0.196692,0.140677,0.304909,0,0,0.191616,0.155214,0.116537,0.108321,-0.027567,-3.19e-4,-0.241387,-0.783687,-0.981406,-0.630833,-0.041263,-0.884242,-1.061191,-0.65995,-0.490649,-0.377693,-0.082231,0.450954,0.768235,83,83,83,83,0,0,2.899129,24.833821,2.899129,18.563638,0
session_20250515_223611,308,278,0,-0.591351,-1.116422,3.861045,-0.822236,0.07105,1.32784,-1.26318,-0.925173,-0.264228,0.46914,16.76082,-0.303368,-0.354551,-0.487431,0.236519,-0.170352,-0.177732,-0.190874,6.350834,-0.5932,-0.111356,0.585172,-0.752602,-0.763797,0,0,0.0803,0.15436,0.202734,0.216084,0,0,0.131866,0.198428,0.249358,0.138409,-0.307221,-0.213025,-0.454435,-1.062639,-1.227275,-0.601826,-0.038873,-0.847547,-1.014962,-0.638984,-0.434181,-0.31448,-0.295817,0.332985,0.927084,83,83,83,83,0,0,4.038363,29.742366,4.038363,18.490752,0
session_20250515_223611,310,280,0,0.92158,0.5965,6.681024,0.648788,-0.017654,-0.299873,0.11858,-0.302283,-0.332511,0.106217,17.757953,-0.52196,-0.335071,-0.019533,-0.321791,-0.456057,0.64182,0.133218,9.887588,0.513875,0.097387,0.00894,-0.081456,-0.322039,0,0,0.242065,0.226965,0.258177,0.103317,0,0,0.215038,0.04324,0.083381,0.094562,-0.122793,0.191113,-0.61027,-0.735945,-0.542844,-0.233173,0.082506,-0.618696,-0.637706,-0.316081,-0.439545,-0.302418,-0.363483,0.141166,0.739864,83,83,83,83,0,0,4.501455,36.312999,4.501455,17.689576,0
session_20250515_223611,312,282,0,-0.595591,0.468966,8.468911,-0.233564,-0.523256,-0.452379,0.757007,0.174049,-0.155368,1.132471,18.661478,0.606536,-0.45604,-2.13153,2.64729,1.172662,0.548203,2.137864,6.220442,-0.524977,-0.505179,-1.297218,-0.30176,-1.028221,0,0,0.434536,0.313214,0.217727,0.107155,0,0,0.332127,0.25351,0.245029,0.147096,-0.135671,-0.088454,-0.351136,-0.129198,-0.016985,-0.201434,0.33743,-0.704686,-0.378606,0.693403,-0.072931,-0.250702,0.182084,0.854006,0.569276,83,83,83,83,0,0,2.555398,41.363376,2.555398,18.984195,0
session_20250515_223611,314,284,0,-0.979955,-0.853313,8.63104,-0.300623,-0.491725,0.405497,0.701919,1.523698,-0.367709,-0.237052,12.617368,-0.294342,-0.334059,-0.115952,0.325379,0.424656,-0.58377,0.975512,8.326214,-0.736533,-0.608728,-0.70384,0.104364,-0.571501,0,0,0.319039,0.300027,0.267119,0.09125,0,0,0.266287,0.324438,0.219587,0.456011,0.0382,-0.217989,0.465154,0.525835,0.070718,-0.249212,0.202084,-0.640587,-0.092951,1.082198,-0.069922,-0.285196,0.38042,0.883626,0.333879,83,83,83,83,0,0,3.138532,45.162791,3.138532,19.153892,0
session_20250515_223611,316,286,0,-0.513518,-1.101794,2.398537,-0.065756,0.112173,1.070052,-0.486237,0.30653,-0.433777,-1.136252,6.413229,-0.422828,-0.19509,1.011885,-0.41251,0.536037,-0.253001,0.174646,8.711562,-0.068728,-0.382988,-0.451552,0.346081,-0.005519,0,0,0.353528,0.135964,0.150804,0.028011,0,0,0.296018,0.327936,0.268344,0.323622,-0.199981,-0.696355,0.668092,0.32423,-0.49538,-0.443413,-0.096189,-0.535081,0.049562,1.096007,-0.036878,-0.318952,0.711119,0.853386,-0.080278,83,83,83,83,0,0,2.904334,49.278038,2.904334,17.610223,0
session_20250515_223611,318,288,0,-0.291004,-0.953949,7.567764,-0.341473,0.236156,1.11247,-0.865302,-0.412056,-0.461733,-1.158919,12.80714,-0.254101,-0.252404,0.667859,0.188215,1.624056,-0.193967,-0.792893,8.044995,0.198833,0.265729,0.802799,-0.347852,0.247074,0,0,0.200314,0.293389,0.150298,0.22941,0,0,0.32145,0.244778,0.103942,0.100799,-0.235951,-0.594826,0.472724,-0.21654,-0.969685,-0.202143,-0.343579,-0.109982,0.034198,0.119088,-0.323757,-0.421073,0.861583,0.033695,-0.844074,83,83,83,83,0,0,2.161419,51.688918,2.161419,17.012075,0
